TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,PRICE_PER_UNIT_AREA,FURNISH,FACING,AGE,TOTAL_FLOOR,PRICE_SQFT,AREA,PRICE,TOTAL_LANDMARK_COUNT,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,BUILTUP_SQFT,SUPER_SQFT,side,latitude,longitude,society,preference,type,AmenityScore
2.0,1,3.0,16182.0,0,0,6,12.0,16182.0,859-1116  sq.ft.,1.39  - 1.81 Cr,15.0,0.0,1.0,,,,1,22.557147,88.398467,ps jiva,2,2,0.0
2.0,1,4.0,14144.0,0,0,5,45.0,14144.0,3528-5318  sq.ft.,4.99  - 7.52 Cr,15.0,0.0,1.0,,,,3,22.512772,88.410254,urbana,2,2,0.0
2.0,1,3.0,15821.0,0,0,5,45.0,15821.0,1833-3127  sq.ft.,2.9  - 4.95 Cr,15.0,0.0,1.0,,,,3,22.512772,88.410254,urbana,2,2,0.0
2.0,1,4.0,4977.0,0,0,5,11.0,4977.0,1528 sq.ft.,76.06 L,10.0,0.0,1.0,,,,2,22.70124,88.47059,solus,2,2,0.0
2.0,1,3.0,5349.0,0,0,5,11.0,5349.0,1094-1449  sq.ft.,58.52  - 77.51 L,10.0,0.0,1.0,,,,2,22.70124,88.47059,solus,2,2,0.0
2.0,1,2.0,5351.0,0,0,5,11.0,5351.0,897 sq.ft.,48 L,10.0,0.0,1.0,,,,2,22.70124,88.47059,solus,2,2,0.0
2.0,1,4.0,11008.0,0,0,5,20.0,11008.0,1508 sq.ft.,1.66 Cr,7.0,0.0,1.0,1508.0,,,1,22.570637,88.4617767,ps one 10,2,2,0.0
2.0,1,3.0,15216.0,0,0,5,20.0,15216.0,664-996  sq.ft.,1.01  - 1.52 Cr,7.0,0.0,1.0,,,,1,22.570637,88.4617767,ps one 10,2,2,0.0
2.0,1,2.0,14443.0,0,0,5,20.0,14443.0,592-712  sq.ft.,90 L - 1.01 Cr,7.0,0.0,1.0,,,,1,22.570637,88.4617767,ps one 10,2,2,0.0
2.0,1,4.0,4500.0,0,0,5,6.0,4500.0,1522-1708  sq.ft.,68.49  - 76.86 L,15.0,0.0,1.0,,,,2,22.679944,88.455308,bhawani courtyard,2,2,0.0
2.0,1,3.0,4360.0,0,0,5,6.0,4360.0,1248-1260  sq.ft.,54.41  - 54.94 L,15.0,0.0,1.0,,,,2,22.679944,88.455308,bhawani courtyard,2,2,0.0
2.0,1,2.0,4608.0,0,0,5,6.0,4608.0,1020-1056  sq.ft.,47  - 48.66 L,15.0,0.0,1.0,,,,2,22.679944,88.455308,bhawani courtyard,2,2,0.0
2.0,1,4.0,15216.0,0,0,5,20.0,15216.0,1508 sq.ft.,2.29 Cr,7.0,0.0,1.0,1508.0,,,1,22.570637,88.4617767,ps one 10,2,2,0.0
2.0,1,3.0,15216.0,0,0,5,20.0,15216.0,664-996  sq.ft.,1.01  - 1.52 Cr,7.0,0.0,1.0,,,,1,22.570637,88.4617767,ps one 10,2,2,0.0
2.0,1,2.0,14443.0,0,0,5,20.0,14443.0,592-712  sq.ft.,90 L - 1.01 Cr,7.0,0.0,1.0,,,,1,22.570637,88.4617767,ps one 10,2,2,0.0
2.0,1,4.0,9203.0,0,0,5,20.0,9203.0,2499 sq.ft.,2.3 Cr,15.0,0.0,1.0,,,,3,22.503146849862,88.350226566041,soham the levelz,2,2,0.0
2.0,1,3.0,8175.0,0,0,5,20.0,8175.0,1957 sq.ft.,1.6 Cr,15.0,0.0,1.0,,,,3,22.503146849862,88.350226566041,soham the levelz,2,2,0.0
2.0,1,4.0,12817.0,0,0,5,12.0,12817.0,1459-1536  sq.ft.,1.87  - 1.97 Cr,9.0,0.0,1.0,,,,3,22.502059,88.340377,merlin elements,2,2,0.0
2.0,1,3.0,12834.0,0,0,5,12.0,12834.0,974 sq.ft.,1.25 Cr,9.0,0.0,1.0,,974.0,,3,22.502059,88.340377,merlin elements,2,2,0.0
2.0,1,4.0,13601.0,0,0,6,12.0,13601.0,1700-1845  sq.ft.,2.31  - 2.51 Cr,15.0,0.0,1.0,,,,3,22.502676,88.329598,ps vyom,2,2,0.0
2.0,1,3.0,13601.0,0,0,6,12.0,13601.0,1336-1391  sq.ft.,1.82  - 1.89 Cr,15.0,0.0,1.0,,,,3,22.502676,88.329598,ps vyom,2,2,0.0
2.0,1,4.0,5308.0,0,0,5,0.0,5308.0,1639-1658  sq.ft.,87  - 88.01 L,14.0,0.0,0.0,,,,3,22.423411,88.264561,meraki,2,0,0.0
2.0,1,3.0,4934.0,0,0,5,0.0,4934.0,1520-1538  sq.ft.,75  - 75.88 L,14.0,0.0,0.0,,,,3,22.423411,88.264561,meraki,2,0,0.0
2.0,1,4.0,7402.0,0,0,5,22.0,7402.0,2350-2650  sq.ft.,1.74  - 1.96 Cr,15.0,0.0,1.0,,,,1,22.582263,88.490696,orbit urban park,2,2,0.0
2.0,1,3.0,7406.0,0,0,5,22.0,7406.0,1550-1950  sq.ft.,1.15  - 1.44 Cr,15.0,0.0,1.0,,,,1,22.582263,88.490696,orbit urban park,2,2,0.0
2.0,1,4.0,8511.0,0,0,5,18.0,8511.0,2684-2701  sq.ft.,2.28  - 2.3 Cr,9.0,0.0,1.0,,,,2,22.6035855,88.4105773,nirmala jade,2,2,0.0
2.0,1,3.0,8511.0,0,0,5,18.0,8511.0,2155-2355  sq.ft.,1.83  - 2 Cr,9.0,0.0,1.0,,,,2,22.6035855,88.4105773,nirmala jade,2,2,0.0
2.0,1,4.0,5951.0,0,0,5,8.0,5951.0,2136-2159  sq.ft.,1.27  - 1.28 Cr,13.0,0.0,1.0,,,,4,22.603706659572,88.349637446026,sarvalom,2,2,0.0
2.0,1,3.0,5951.0,0,0,5,8.0,5951.0,1391-1506  sq.ft.,82.78  - 89.62 L,13.0,0.0,1.0,,,,4,22.603706659572,88.349637446026,sarvalom,2,2,0.0
2.0,1,3.0,6506.0,0,0,5,10.0,6506.0,1168-1204  sq.ft.,76  - 78.34 L,14.0,0.0,1.0,,,,1,22.6381,88.45597,purti aroma,2,2,0.0
2.0,1,2.0,6385.0,0,0,5,10.0,6385.0,877-900  sq.ft.,56  - 57.47 L,14.0,0.0,1.0,,,,1,22.6381,88.45597,purti aroma,2,2,0.0
2.0,1,3.0,6021.0,0,0,5,18.0,6021.0,758-898  sq.ft.,45.64  - 54.07 L,8.0,0.0,1.0,,,,2,22.684514,88.375397,signum sampurna,2,2,0.0
2.0,1,2.0,6021.0,0,0,5,18.0,6021.0,635-663  sq.ft.,38.23  - 39.92 L,8.0,0.0,1.0,,,,2,22.684514,88.375397,signum sampurna,2,2,0.0
2.0,1,3.0,3506.0,0,0,5,16.0,3506.0,1007-1009  sq.ft.,34.63  - 36.07 L,8.0,0.0,1.0,,,,4,22.69823,88.34427,urban lakes,2,2,0.0
2.0,1,2.0,3372.0,0,0,5,16.0,3372.0,712-870  sq.ft.,24.01  - 29.34 L,8.0,0.0,1.0,,,,4,22.69823,88.34427,urban lakes,2,2,0.0
2.0,1,3.0,7300.0,0,0,5,12.0,7300.0,1131-1310  sq.ft.,82.56  - 95.63 L,8.0,0.0,1.0,,,,3,22.4523,88.39428,ganguly 4sight vivante,2,2,0.0
2.0,1,2.0,7300.0,0,0,5,12.0,7300.0,805-924  sq.ft.,58.76  - 67.45 L,8.0,0.0,1.0,,,,3,22.4523,88.39428,ganguly 4sight vivante,2,2,0.0
2.0,1,3.0,5531.0,0,0,5,10.0,5531.0,1112-1258  sq.ft.,61.5  - 69.58 L,15.0,0.0,1.0,,,,3,22.487874,88.3271962,ambika icon,2,2,0.0
2.0,1,2.0,5531.0,0,0,5,10.0,5531.0,834-922  sq.ft.,46.13  - 51 L,15.0,0.0,1.0,,,,3,22.487874,88.3271962,ambika icon,2,2,0.0
2.0,1,4.0,6030.0,0,0,6,10.0,6030.0,1824 sq.ft.,1.1 Cr,15.0,0.0,1.0,,,,2,22.601544,88.39748,natural city lake town,2,2,0.0
2.0,1,3.0,5750.0,0,0,6,10.0,5750.0,1472 sq.ft.,84.64 L,15.0,0.0,1.0,,,,2,22.601544,88.39748,natural city lake town,2,2,0.0
2.0,1,3.0,5128.0,0,0,5,21.0,5128.0,1170-1359  sq.ft.,60  - 69.69 L,4.0,0.0,1.0,,,,2,22.708474,88.378311,godrej prakriti,2,2,0.0
2.0,1,2.0,5028.0,0,0,5,21.0,5028.0,895-1053  sq.ft.,45  - 52.94 L,4.0,0.0,1.0,,,,2,22.708474,88.378311,godrej prakriti,2,2,0.0
2.0,1,3.0,11225.0,0,0,5,11.0,11225.0,1559-1717  sq.ft.,1.75  - 1.93 Cr,13.0,0.0,1.0,,,,1,22.58436,88.44725,ambuja urvisha the condoville,2,2,0.0
2.0,1,2.0,10726.0,0,0,5,11.0,10726.0,1184 sq.ft.,1.27 Cr,13.0,0.0,1.0,,,,1,22.58436,88.44725,ambuja urvisha the condoville,2,2,0.0
2.0,1,3.0,8696.0,0,0,6,15.0,8696.0,644-793  sq.ft.,56 L Onwards,9.0,0.0,1.0,,,,3,22.440158,88.294329,the 102,2,2,0.0
2.0,1,2.0,9231.0,0,0,6,15.0,9231.0,520-562  sq.ft.,48 L Onwards,9.0,0.0,1.0,,,,3,22.440158,88.294329,the 102,2,2,0.0
2.0,1,4.0,11710.0,0,0,5,26.0,11710.0,1947-2033  sq.ft.,2.28  - 2.38 Cr,8.0,0.0,1.0,,,,2,22.583168,88.411678,merlin the fourth,2,2,0.0
2.0,1,3.0,12020.0,0,0,5,26.0,12020.0,1564-1705  sq.ft.,1.88  - 2.05 Cr,8.0,0.0,1.0,,,,2,22.583168,88.411678,merlin the fourth,2,2,0.0
2.0,1,3.0,13045.0,0,0,6,23.0,13045.0,1878 sq.ft.,2.45 Cr,15.0,0.0,1.0,,,,1,22.581199,88.461896,anik one rajarhat,2,2,0.0
2.0,1,2.0,10450.0,0,0,6,23.0,10450.0,1244 sq.ft.,1.3 Cr,15.0,0.0,1.0,,,,1,22.581199,88.461896,anik one rajarhat,2,2,0.0
2.0,1,3.0,6300.0,0,0,6,6.0,6300.0,704-870  sq.ft.,44.35  - 54.81 L,7.0,0.0,1.0,,,,1,22.641998,88.466071,freshia,2,2,0.0
2.0,1,2.0,6300.0,0,0,6,6.0,6300.0,570-639  sq.ft.,35.91  - 40.26 L,7.0,0.0,1.0,,,,1,22.641998,88.466071,freshia,2,2,0.0
2.0,1,3.0,5953.0,0,0,6,19.0,5953.0,1243-1444  sq.ft.,74  - 85.96 L,8.0,0.0,1.0,,,,1,22.625582,88.490761,siddha happyville,2,2,0.0
2.0,1,2.0,5837.0,0,0,6,19.0,5837.0,908-1125  sq.ft.,53  - 65.67 L,8.0,0.0,1.0,,,,1,22.625582,88.490761,siddha happyville,2,2,0.0
2.0,1,3.0,9014.0,0,0,5,20.0,9014.0,843-877  sq.ft.,75.99  - 79.05 L,29.0,0.0,1.0,,,,3,22.451904704966,88.389080137272,southern woods,2,2,0.0
2.0,1,2.0,9619.0,0,0,5,20.0,9619.0,659-736  sq.ft.,63.39  - 70.8 L,29.0,0.0,1.0,,,,3,22.451904704966,88.389080137272,southern woods,2,2,0.0
2.0,1,3.0,4069.0,0,0,5,4.0,4069.0,1009-1027  sq.ft.,41.06  - 41.79 L,8.0,0.0,1.0,,,,3,22.436182784529,88.400077077669,atri rays,2,2,0.0
2.0,1,2.0,4074.0,0,0,5,4.0,4074.0,784-820  sq.ft.,31.94  - 33.41 L,8.0,0.0,1.0,,,,3,22.436182784529,88.400077077669,atri rays,2,2,0.0
2.0,1,3.0,4200.0,0,0,6,4.0,4200.0,1271 sq.ft.,53.38 L,15.0,0.0,1.0,,,,3,22.446293,88.392555,ananth,2,2,0.0
2.0,1,2.0,4200.0,0,0,6,4.0,4200.0,688-912  sq.ft.,28.9  - 38.3 L,15.0,0.0,1.0,,,,3,22.446293,88.392555,ananth,2,2,0.0
2.0,1,3.0,5032.0,0,0,5,4.0,5032.0,681-830  sq.ft.,37  - 38.45 L,9.0,0.0,1.0,,,,3,22.364731,88.439948,merlin oikyo,2,2,0.0
2.0,1,2.0,4535.0,0,0,5,4.0,4535.0,502-576  sq.ft.,22.88  - 26 L,9.0,0.0,1.0,,,,3,22.364731,88.439948,merlin oikyo,2,2,0.0
2.0,1,4.0,7400.0,0,0,6,7.0,7400.0,1884-2000  sq.ft.,1.39  - 1.48 Cr,15.0,0.0,1.0,,,,3,22.527656,88.389844,sugam habitat,2,2,0.0
2.0,1,3.0,7400.0,0,0,6,7.0,7400.0,1304-1650  sq.ft.,96.5 L - 1.22 Cr,15.0,0.0,1.0,,,,3,22.527656,88.389844,sugam habitat,2,2,0.0
2.0,1,3.0,5703.0,0,0,6,10.0,5703.0,1280-1295  sq.ft.,73  - 73.85 L,15.0,0.0,1.0,,,,1,22.638311,88.465164,unimark springfield,2,2,0.0
2.0,1,2.0,5700.0,0,0,6,10.0,5700.0,971 sq.ft.,55.35 L,15.0,0.0,1.0,,,,1,22.638311,88.465164,unimark springfield,2,2,0.0
2.0,1,4.0,10902.0,0,0,5,16.0,10902.0,1009-1010  sq.ft.,1.1 Cr Onwards,15.0,0.0,1.0,,,,1,22.5539607,88.3710407,the soul,2,2,0.0
2.0,1,3.0,12040.0,0,0,5,16.0,12040.0,706-1023  sq.ft.,85 L Onwards,15.0,0.0,1.0,,,,1,22.5539607,88.3710407,the soul,2,2,0.0
2.0,1,2.0,10509.0,0,0,5,16.0,10509.0,609-610  sq.ft.,64 L Onwards,15.0,0.0,1.0,,,,1,22.5539607,88.3710407,the soul,2,2,0.0
2.0,1,3.0,3700.0,0,0,5,7.0,3700.0,986-992  sq.ft.,36.48  - 36.7 L,14.0,0.0,1.0,,,,3,22.44872,88.40675,sugam prakriti,2,2,0.0
2.0,1,2.0,3700.0,0,0,5,7.0,3700.0,824-909  sq.ft.,30.49  - 33.63 L,14.0,0.0,1.0,,,,3,22.44872,88.40675,sugam prakriti,2,2,0.0
2.0,1,3.0,7265.0,0,0,5,20.0,7265.0,781-802  sq.ft.,57  - 57.95 L,8.0,0.0,1.0,,,,3,22.404246,88.412689,merlin skygaze,2,2,0.0
2.0,1,2.0,6758.0,0,0,5,20.0,6758.0,677-688  sq.ft.,45.26  - 47 L,8.0,0.0,1.0,,,,3,22.404246,88.412689,merlin skygaze,2,2,0.0
2.0,1,4.0,7418.0,0,0,5,12.0,7418.0,1850-2005  sq.ft.,1.36  - 1.47 Cr,8.0,0.0,1.0,,,,2,22.621845669308,88.380510050037,orbit lumiere,2,2,0.0
2.0,1,3.0,7891.0,0,0,5,12.0,7891.0,1240-1610  sq.ft.,97.85 L - 1.27 Cr,8.0,0.0,1.0,,,,2,22.621845669308,88.380510050037,orbit lumiere,2,2,0.0
2.0,1,4.0,6437.0,0,0,5,0.0,6437.0,1631-2000  sq.ft.,1.05  - 1.29 Cr,15.0,0.0,0.0,,,,3,22.39771,88.41462,southern vista,2,0,0.0
2.0,1,3.0,6639.0,0,0,5,0.0,6639.0,1408-1475  sq.ft.,93.51  - 97.95 L,15.0,0.0,0.0,,,,3,22.39771,88.41462,southern vista,2,0,0.0
2.0,1,5.0,5924.0,0,0,5,0.0,5924.0,1836-1877  sq.ft.,1.09  - 1.11 Cr,13.0,0.0,0.0,,,,3,22.38658,88.418265,siddha suburbia bungalow,2,0,0.0
2.0,1,3.0,5617.0,0,0,5,0.0,5617.0,1424-1443  sq.ft.,80  - 81.07 L,13.0,0.0,0.0,,,,3,22.38658,88.418265,siddha suburbia bungalow,2,0,0.0
2.0,1,3.0,3996.0,0,0,5,5.0,3996.0,1046-1212  sq.ft.,41.8  - 48.43 L,15.0,0.0,1.0,,,,3,22.43528,88.38523,shivom mayukkh,2,2,0.0
2.0,1,2.0,3996.0,0,0,5,5.0,3996.0,841-1015  sq.ft.,33.61  - 40.56 L,15.0,0.0,1.0,,,,3,22.43528,88.38523,shivom mayukkh,2,2,0.0
2.0,1,3.0,4100.0,0,0,5,13.0,4100.0,1033-1465  sq.ft.,42.35  - 60.06 L,3.0,0.0,1.0,,,,3,22.399735,88.41598,suncrest estate,2,2,0.0
2.0,1,2.0,4100.0,0,0,5,13.0,4100.0,896-1196  sq.ft.,36.74  - 49.04 L,3.0,0.0,1.0,,,,3,22.399735,88.41598,suncrest estate,2,2,0.0
2.0,1,4.0,7748.0,0,0,5,24.0,7748.0,2065 sq.ft.,1.6 Cr,15.0,0.0,1.0,,,,3,22.452311,88.39475,ozone,2,2,0.0
2.0,1,3.0,8140.0,0,0,5,24.0,8140.0,1597 sq.ft.,1.3 Cr,15.0,0.0,1.0,,,,3,22.452311,88.39475,ozone,2,2,0.0
2.0,1,3.0,4500.0,0,0,5,20.0,4500.0,1045-1190  sq.ft.,47.03  - 53.55 L,15.0,0.0,1.0,,,,3,22.440292,88.400941,rajwada global city,2,2,0.0
2.0,1,2.0,4500.0,0,0,5,20.0,4500.0,860-935  sq.ft.,38.7  - 42.08 L,15.0,0.0,1.0,,,,3,22.440292,88.400941,rajwada global city,2,2,0.0
2.0,1,1.0,4500.0,0,0,5,20.0,4500.0,590 sq.ft.,26.55 L,15.0,0.0,1.0,,,,3,22.440292,88.400941,rajwada global city,2,2,0.0
2.0,1,3.0,4000.0,0,0,5,4.0,4000.0,890-1050  sq.ft.,35.6  - 42 L,15.0,0.0,1.0,,,,3,22.414866,88.282167,swayam city,2,2,0.0
2.0,1,2.0,4000.0,0,0,5,4.0,4000.0,620-830  sq.ft.,24.8  - 33.2 L,15.0,0.0,1.0,,,,3,22.414866,88.282167,swayam city,2,2,0.0
2.0,1,1.0,4000.0,0,0,5,4.0,4000.0,420-450  sq.ft.,16.8  - 18 L,15.0,0.0,1.0,,,,3,22.414866,88.282167,swayam city,2,2,0.0
2.0,1,5.0,10890.0,0,0,6,29.0,10890.0,3479 sq.ft.,3.79 Cr,15.0,0.0,1.0,,,,1,22.5811785,88.4961337,tata avenida,2,2,0.0
2.0,1,4.0,14591.0,0,0,6,29.0,14591.0,2056 sq.ft.,3 Cr,15.0,0.0,1.0,,,,1,22.5811785,88.4961337,tata avenida,2,2,0.0
2.0,1,3.0,10891.0,0,0,6,29.0,10891.0,1011-2603  sq.ft.,1.1  - 2.84 Cr,15.0,0.0,1.0,,,,1,22.5811785,88.4961337,tata avenida,2,2,0.0
2.0,1,4.0,5400.0,0,0,5,11.0,5400.0,1679-1799  sq.ft.,90.67  - 97.15 L,11.0,0.0,1.0,,,,1,22.633414,88.459187,ascon era,2,2,0.0
2.0,1,3.0,5400.0,0,0,5,11.0,5400.0,1146-1360  sq.ft.,61.88  - 73.44 L,11.0,0.0,1.0,,,,1,22.633414,88.459187,ascon era,2,2,0.0
2.0,1,2.0,5400.0,0,0,5,11.0,5400.0,913-1083  sq.ft.,49.3  - 58.48 L,11.0,0.0,1.0,,,,1,22.633414,88.459187,ascon era,2,2,0.0
0.0,0,3.0,14.0,2,7,2,4.0,14.0,1162 sq.ft.,"17,000",50.0,1.0,2.0,,,,2,22.6182491,88.4179321,goldwin jubilee residency,1,2,40.8
1.0,1,4.0,12388.0,2,2,6,16.0,12388.0,1009 sq.ft.,1.25 Cr,15.0,1.0,12.0,1009.0,,,1,22.5539607,88.3710407,the soul,2,2,93.6
1.0,1,2.0,10091.0,2,4,5,20.0,10091.0,1090 sq.ft.,1.1 Cr,7.0,1.0,9.0,636.0,,,1,22.570637,88.4617767,ps one 10,2,2,108.59999999999998
0.0,0,2.0,20.0,4,0,2,2.0,20.0,800 sq.ft.,"16,000",50.0,1.0,0.0,,,800.0,3,22.5157519,88.3869686,,1,0,0.0
1.0,1,3.0,3200.0,2,7,5,5.0,3200.0,1032 sq.ft.,33.02 L,9.0,1.0,3.0,,,,2,22.946702,88.439948,gita construction,2,2,22.1
1.0,1,3.0,7235.0,4,2,6,11.0,7235.0,1230 sq.ft.,89 L,15.0,1.0,5.0,,,,2,22.61631,88.40235,kshitij,2,2,25.3
1.0,1,2.0,5829.0,2,0,6,4.0,5829.0,1115 sq.ft.,65 L,49.0,1.0,3.0,,,,3,22.4766463,88.3732739,diya towers,2,2,22.9
1.0,1,,6965.0,0,7,0,5.0,6965.0,3230 sq.ft.,2.25 Cr,35.0,0.0,0.0,,,3230.0,1,22.6006912,88.4694535,,2,3,15.1
1.0,1,2.0,3000.0,2,7,5,5.0,3000.0,800 sq.ft.,24 L,34.0,1.0,3.0,800.0,,,2,22.97697206829967,88.4344250048263,gita construction,2,2,29.9
1.0,1,3.0,3333.0,4,7,3,5.0,3333.0,850 sq.ft.,30 L,50.0,1.0,1.0,700.0,,,3,22.50918,88.38145,on request,2,1,0.0
1.0,1,3.0,6241.0,2,3,3,5.0,6241.0,1125 sq.ft.,44 L,34.0,1.0,4.0,705.0,925.0,,2,22.646176,88.42882,karunamaya apartment,2,2,40.1
0.0,0,3.0,18.0,4,2,1,28.0,18.0,1823 sq.ft.,"34,000",5.0,2.0,11.0,,,,1,22.5652296,88.5135457,dlf new town heights,1,2,38.599999999999994
1.0,1,3.0,7281.0,0,2,6,33.0,7281.0,1648 sq.ft.,1.2 Cr,15.0,1.0,14.0,,1261.0,,1,22.5659982,88.5199079,elita garden vista phase 2,2,2,25.599999999999998
1.0,1,3.0,13611.0,0,0,1,18.0,13611.0,1800 sq.ft.,2.45 Cr,15.0,1.0,14.0,,,,3,22.548048,88.371908,ps elixir,2,2,42.3
1.0,1,3.0,6371.0,2,6,1,12.0,6371.0,1130 sq.ft.,63 L,15.0,1.0,8.0,,1100.0,,3,22.4439029807,88.2978736068,dtc southern heights,2,2,114.39999999999998
1.0,1,2.0,3066.0,4,4,2,4.0,3066.0,750 sq.ft.,23 L,50.0,1.0,2.0,750.0,,,2,22.6157787,88.3940915,4/32 sethbagan road,2,2,7.8
0.0,0,3.0,17.0,2,7,2,10.0,17.0,1400 sq.ft.,"22,000",25.0,1.0,6.0,,,,1,22.6352532,88.4594179,siddha pines,1,2,81.69999999999999
0.0,0,3.0,18.0,2,0,1,12.0,18.0,1631 sq.ft.,"35,000",39.0,1.0,6.0,,,,1,22.592746,88.467191,the ecos,1,2,0.0
1.0,1,2.0,3250.0,2,7,1,2.0,3250.0,800 sq.ft.,26 L,41.0,1.0,0.0,,,,3,22.486162,88.41222,srijani apart,2,2,17.2
1.0,1,3.0,4206.0,2,5,1,4.0,4206.0,951 sq.ft.,40 L,28.0,1.0,1.0,,,,3,22.483305,88.414696,ashirbad alay,2,2,50.2
1.0,1,2.0,3974.0,4,5,2,3.0,3974.0,780 sq.ft.,31 L,37.0,0.0,1.0,,,,3,22.484138,88.413376,on request,2,2,37.6
1.0,1,4.0,3800000.0,4,7,1,3.0,3800000.0,1799 sq.ft.,95 L,46.0,4.0,0.0,,,1799.9999856,3,22.47069,88.36166,s.property,2,0,21.6
1.0,1,3.0,8500.0,2,7,5,4.0,8500.0,1500 sq.ft.,1.27 Cr,50.0,1.0,3.0,,,,3,22.5226995,88.3671083,metro ballygunj,2,2,48.199999999999996
1.0,1,2.0,5500.0,2,7,6,7.0,5500.0,865 sq.ft.,48.01 L,30.0,1.0,4.0,,,,3,22.45365,88.38791,unicorn,2,2,107.6
1.0,1,3.0,6800.0,2,7,5,4.0,6800.0,1143 sq.ft.,77.72 L,,1.0,2.0,,,,3,88.35469,22.536025,g. s greenfeild,2,2,108.09999999999998
1.0,1,,349.0,0,7,0,3.0,349.0,1500 sq.ft.,5.25 L,18.0,0.0,0.0,,,1500.0,3,22.4606071,88.3129969,joka abasan,2,3,28.400000000000002
1.0,1,,833.0,0,7,0,4.0,833.0,2160 sq.ft.,18 L,14.0,0.0,0.0,,,2160.0,3,22.457216,88.298579,sam sai niwas,2,3,28.400000000000002
0.0,0,2.0,12.0,2,0,2,2.0,12.0,680 sq.ft.,"8,500",30.0,1.0,1.0,680.0,,,3,22.45365,88.38791,anandapally,1,1,13.7
1.0,1,2.0,3918.0,2,2,2,3.0,3918.0,740 sq.ft.,29 L,36.0,1.0,0.0,600.0,,,3,22.48817,88.41395,on request,2,2,5.9
1.0,1,1.0,1693.0,2,5,1,4.0,1693.0,561 sq.ft.,9.5 L,12.0,0.0,1.0,304.0,,,4,22.882471,88.37341,nb aashirwad apartment,2,2,24.7
1.0,1,,10681.0,0,1,0,5.0,10681.0,3230 sq.ft.,3.45 Cr,41.0,0.0,0.0,,,3230.0,1,22.581047,88.462231,,2,3,22.5
1.0,1,,8024.0,0,8,0,5.0,8024.0,1620 sq.ft.,1.3 Cr,38.0,0.0,0.0,,,1620.0,1,22.627955,88.457437,,2,3,28.400000000000002
0.0,0,2.0,22.0,1,5,3,4.0,22.0,1000 sq.ft.,"23,000",50.0,1.0,2.0,800.0,,,3,22.4882618,88.367947,manzil apartment,1,2,15.899999999999999
2.0,1,4.0,8700.0,0,0,5,24.0,8700.0,1934-2010  sq.ft.,1.68  - 1.75 Cr,8.0,0.0,1.0,,,,2,22.645631,88.382354,siddha eden lakeville,2,2,0.0
2.0,1,3.0,8876.0,0,0,5,24.0,8876.0,845-1780  sq.ft.,75 L - 1.58 Cr,8.0,0.0,1.0,,,,2,22.645631,88.382354,siddha eden lakeville,2,2,0.0
2.0,1,2.0,7738.0,0,0,5,24.0,7738.0,840-1030  sq.ft.,65  - 79.7 L,8.0,0.0,1.0,,,,2,22.645631,88.382354,siddha eden lakeville,2,2,0.0
1.0,1,3.0,12897.0,2,5,1,4.0,12897.0,2326 sq.ft.,3 Cr,1.0,1.0,2.0,1581.0,1750.0,,3,22.416368,88.40141,"anudip skylark, gariahat",2,2,70.8
1.0,1,2.0,5598.0,2,7,1,4.0,5598.0,836 sq.ft.,46.8 L,36.0,1.0,1.0,600.0,681.0,,3,22.45722,88.396324,progressive classic,2,2,67.5
1.0,1,2.0,3545.0,4,3,6,1.0,3545.0,1100 sq.ft.,39 L,4.0,1.0,0.0,750.0,800.0,1100.0,2,22.85345,88.398977,,2,0,13.7
1.0,1,2.0,4588.0,2,6,2,3.0,4588.0,850 sq.ft.,39 L,46.0,1.0,1.0,,,,3,22.4805568,88.4058341,eden sunflower,2,2,53.599999999999994
1.0,1,2.0,7222.0,4,7,3,4.0,7222.0,900 sq.ft.,65 L,50.0,1.0,4.0,,,,3,22.4976568,88.352874,golf garden 900,2,2,38.9
1.0,1,3.0,3000.0,0,7,5,5.0,3000.0,1100 sq.ft.,33 L,34.0,1.0,2.0,1100.0,,,2,22.97697206829967,88.4344250048263,gita construction,2,2,18.6
1.0,1,3.0,6666.0,2,4,1,14.0,6666.0,690 sq.ft.,46 L,7.0,1.0,10.0,690.0,,,1,22.568483,88.513756,bengal shapoorji shukhobristhi,2,2,38.599999999999994
0.0,0,3.0,24.0,2,4,1,14.0,24.0,690 sq.ft.,"17,000",10.0,1.0,10.0,690.0,,,1,22.56919,88.511116,bengal shapoorji shukhobristhi,1,2,38.599999999999994
0.0,0,3.0,15.0,4,0,2,5.0,15.0,1130 sq.ft.,"18,000",50.0,1.0,2.0,,,,3,22.4658051,88.384625,starlite sunny seasons,1,2,33.7
1.0,1,2.0,4500.0,2,7,3,3.0,4500.0,800 sq.ft.,27 L,26.0,1.0,2.0,600.0,,,2,22.768748,88.378741,flat,2,2,31.099999999999998
1.0,1,2.0,3883.0,0,0,6,13.0,3883.0,824 sq.ft.,32 L,8.0,1.0,9.0,,,,2,22.735015,88.387798,siddha waterfront,2,2,0.0
1.0,1,3.0,2720.0,2,8,6,4.0,2720.0,1250 sq.ft.,34 L,13.0,1.0,1.0,1000.0,,,4,22.6835634,88.3445588,skylink apparmtent,2,2,32.400000000000006
1.0,1,2.0,3498.0,4,0,3,3.0,3498.0,686 sq.ft.,25 L,40.0,1.0,2.0,,686.0,,3,22.4661056,88.3610419,nandan northern park,2,2,14.8
